42.656097,-71.3373405,4/16/2016@10:16:05
42.656097,-71.3373405,4/16/2016@10:26:04
42.656097,-71.3373405,4/16/2016@10:31:00
42.656097,-71.3373405,4/16/2016@10:35:59
42.656097,-71.3373405,4/16/2016@10:41:11
42.656097,-71.3373405,4/16/2016@10:45:59
42.656097,-71.3373405,4/16/2016@10:55:59
42.656097,-71.3373405,4/16/2016@11:01:04
42.656097,-71.3373405,4/16/2016@11:06:06
42.656097,-71.3373405,4/16/2016@11:10:58
42.656097,-71.3373405,4/16/2016@11:16:00
42.656097,-71.3373405,4/16/2016@11:21:06
42.656097,-71.3373405,4/16/2016@11:26:03
42.656097,-71.3373405,4/16/2016@11:31:08
42.656097,-71.3373405,4/16/2016@11:36:05
42.656097,-71.3373405,4/16/2016@11:46:04
42.656097,-71.3373405,4/16/2016@11:51:05
42.656097,-71.3373405,4/16/2016@11:56:08
42.656097,-71.3373405,4/16/2016@12:01:13
42.656097,-71.3373405,4/16/2016@12:06:09
42.656097,-71.3373405,4/16/2016@12:11:11
42.656097,-71.3373405,4/16/2016@12:16:10
42.656097,-71.3373405,4/16/2016@12:21:10
42.656097,-71.3373405,4/16/2016@12:26:09
42.656097,-71.3373405,4/16/2016@12:36:08
42.656097,-71.3373405,4/16/2016@12:41:08
42.656097,-71.3373405,4/16/2016@12:46:07
42.656097,-71.3373405,4/16/2016@12:51:07
42.656097,-71.3373405,4/16/2016@12:56:06
42.656097,-71.3373405,4/16/2016@13:01:03
42.656097,-71.3373405,4/16/2016@13:05:57
42.656097,-71.3373405,4/16/2016@13:11:13
42.656097,-71.3373405,4/16/2016@13:16:01
42.656097,-71.3373405,4/16/2016@13:25:55
42.656097,-71.3373405,4/16/2016@13:30:55
42.656097,-71.3373405,4/16/2016@13:35:55
42.656097,-71.3373405,4/16/2016@13:40:55
42.656097,-71.3373405,4/16/2016@13:45:55
42.656097,-71.3373405,4/16/2016@13:50:55
42.656097,-71.3373405,4/16/2016@13:56:00
42.656097,-71.3373405,4/16/2016@14:00:58
42.656097,-71.3373405,4/16/2016@14:06:07
42.656097,-71.3373405,4/16/2016@14:15:57
42.656097,-71.3373405,4/16/2016@14:21:09
42.656097,-71.3373405,4/16/2016@14:26:07
42.656097,-71.3373405,4/16/2016@14:30:59
42.656097,-71.3373405,4/16/2016@14:35:58
42.656097,-71.3373405,4/16/2016@14:40:55
42.656097,-71.3373405,4/16/2016@14:45:55
42.656097,-71.3373405,4/16/2016@14:50:55
42.656097,-71.3373405,4/16/2016@14:55:55
42.656097,-71.3373405,4/16/2016@15:05:55
42.656097,-71.3373405,4/16/2016@15:10:55
42.656097,-71.3373405,4/16/2016@15:15:55
42.656097,-71.3373405,4/16/2016@15:20:55
42.656097,-71.3373405,4/16/2016@15:25:55
42.656097,-71.3373405,4/16/2016@15:30:55
42.656097,-71.3373405,4/16/2016@15:35:55
42.656097,-71.3373405,4/16/2016@15:40:55
42.656097,-71.3373405,4/16/2016@15:45:55
42.656097,-71.3373405,4/16/2016@15:55:55
42.656097,-71.3373405,4/16/2016@16:00:55
42.656097,-71.3373405,4/16/2016@16:05:55
42.656097,-71.3373405,4/16/2016@16:10:55
42.656097,-71.3373405,4/16/2016@16:16:07
42.656097,-71.3373405,4/16/2016@16:21:04
42.656097,-71.3373405,4/16/2016@16:26:01
42.656097,-71.3373405,4/16/2016@16:30:56
42.656097,-71.3373405,4/16/2016@16:36:09
42.656097,-71.3373405,4/16/2016@16:45:57
42.656097,-71.3373405,4/16/2016@16:51:08
42.656097,-71.3373405,4/16/2016@16:56:05
42.656097,-71.3373405,4/16/2016@17:00:57
42.656097,-71.3373405,4/16/2016@17:06:10
42.656097,-71.3373405,4/16/2016@17:10:59
42.656097,-71.3373405,4/16/2016@17:15:58
42.656097,-71.3373405,4/16/2016@17:21:05
42.656097,-71.3373405,4/16/2016@17:25:55
42.656097,-71.3373405,4/16/2016@17:35:55
42.656097,-71.3373405,4/16/2016@17:40:55
42.656097,-71.3373405,4/16/2016@17:46:01
42.656097,-71.3373405,4/16/2016@17:50:57
42.656097,-71.3373405,4/16/2016@17:56:06
42.656097,-71.3373405,4/16/2016@18:01:03
42.656097,-71.3373405,4/16/2016@18:05:59
42.656097,-71.3373405,4/16/2016@18:11:07
42.656097,-71.3373405,4/16/2016@18:16:00
42.656097,-71.3373405,4/16/2016@18:25:59
42.656097,-71.3373405,4/16/2016@18:31:09
42.656097,-71.3373405,4/16/2016@18:35:56
42.656097,-71.3373405,4/16/2016@18:45:59
42.656097,-71.3373405,4/16/2016@18:51:07
42.656097,-71.3373405,4/16/2016@18:55:59
42.656097,-71.3373405,4/16/2016@19:00:56
42.656097,-71.3373405,4/16/2016@19:05:59
42.656097,-71.3373405,4/16/2016@19:16:08
42.656097,-71.3373405,4/16/2016@19:21:09
42.656097,-71.3373405,4/16/2016@19:26:12
42.656097,-71.3373405,4/16/2016@19:31:10
42.656097,-71.3373405,4/16/2016@19:36:11
42.656097,-71.3373405,4/16/2016@19:41:10
42.656097,-71.3373405,4/16/2016@19:46:10
42.656097,-71.3373405,4/16/2016@19:51:09
42.656097,-71.3373405,4/16/2016@19:56:09
42.656097,-71.3373405,4/16/2016@20:06:08
42.656097,-71.3373405,4/16/2016@20:11:07
42.656097,-71.3373405,4/16/2016@20:16:07
42.656097,-71.3373405,4/16/2016@20:21:07
42.656097,-71.3373405,4/16/2016@20:26:06
42.656097,-71.3373405,4/16/2016@20:31:03
42.656097,-71.3373405,4/16/2016@20:35:58
42.656097,-71.3373405,4/16/2016@20:41:08
42.656097,-71.3373405,4/16/2016@20:46:03
42.656097,-71.3373405,4/16/2016@20:56:11
42.656097,-71.3373405,4/16/2016@21:01:00
42.656097,-71.3373405,4/16/2016@21:06:07
