42.6560936,-71.3373621,4/18/2016,12:46:28
42.6560936,-71.3373621,4/18/2016,12:51:29
42.6560936,-71.3373621,4/18/2016,12:56:28
42.6560936,-71.3373621,4/18/2016,13:01:28
42.6560936,-71.3373621,4/18/2016,13:06:28
42.6560936,-71.3373621,4/18/2016,13:11:28
42.6560936,-71.3373621,4/18/2016,13:16:28
42.6560936,-71.3373621,4/18/2016,13:21:28
42.6560936,-71.3373621,4/18/2016,13:31:29
42.6560936,-71.3373621,4/18/2016,13:36:29
42.6560936,-71.3373621,4/18/2016,13:41:28
42.6561112,-71.3373439,4/19/2016,14:30:37
42.6561112,-71.3373439,4/19/2016,14:35:47
42.6561112,-71.3373439,4/19/2016,14:40:46
42.6561112,-71.3373439,4/19/2016,14:45:44
42.6561112,-71.3373439,4/19/2016,14:50:39
42.6561112,-71.3373439,4/19/2016,14:55:52
42.6561112,-71.3373439,4/19/2016,15:00:41
42.6561112,-71.3373439,4/19/2016,15:05:52
42.6561112,-71.3373439,4/19/2016,15:10:38
42.6561112,-71.3373439,4/19/2016,15:20:39
42.6561112,-71.3373439,4/19/2016,15:25:46
42.6561112,-71.3373439,4/19/2016,15:30:43
42.6561112,-71.3373439,4/19/2016,15:35:39
42.6561112,-71.3373439,4/19/2016,15:40:44
42.6561112,-71.3373439,4/19/2016,15:45:52
42.6561112,-71.3373439,4/19/2016,15:50:48
42.6561112,-71.3373439,4/19/2016,15:55:45
42.6561112,-71.3373439,4/19/2016,16:00:43
42.6561112,-71.3373439,4/19/2016,16:10:45
42.6561112,-71.3373439,4/19/2016,16:15:47
42.6561112,-71.3373439,4/19/2016,16:20:52
42.6561112,-71.3373439,4/19/2016,16:25:52
42.6561112,-71.3373439,4/19/2016,16:30:51
42.6561112,-71.3373439,4/19/2016,16:35:51
42.6561112,-71.3373439,4/19/2016,16:40:51
42.6561112,-71.3373439,4/19/2016,16:45:50
42.6561112,-71.3373439,4/19/2016,16:50:50
42.6561112,-71.3373439,4/19/2016,17:00:49
42.6561112,-71.3373439,4/19/2016,17:05:48
42.6561112,-71.3373439,4/19/2016,17:10:48
42.6561112,-71.3373439,4/19/2016,17:15:45
42.6561112,-71.3373439,4/19/2016,17:20:41
42.6561112,-71.3373439,4/19/2016,17:25:46
42.6561112,-71.3373439,4/19/2016,17:30:47
42.6561112,-71.3373439,4/19/2016,17:35:42
42.6561112,-71.3373439,4/19/2016,17:40:45
42.6561112,-71.3373439,4/19/2016,17:50:38
42.6561112,-71.3373439,4/19/2016,17:55:51
42.6561112,-71.3373439,4/19/2016,18:00:42
42.6561112,-71.3373439,4/19/2016,18:05:53
42.6561112,-71.3373439,4/19/2016,18:10:39
42.6561112,-71.3373439,4/19/2016,18:15:51
42.6561112,-71.3373439,4/19/2016,18:20:39
42.6561112,-71.3373439,4/19/2016,18:25:51
42.6561112,-71.3373439,4/19/2016,18:30:38
42.6561112,-71.3373439,4/19/2016,18:40:41
42.6561112,-71.3373439,4/19/2016,18:45:42
42.6561112,-71.3373439,4/19/2016,18:50:52
42.6561112,-71.3373439,4/19/2016,18:55:42
42.6561112,-71.3373439,4/19/2016,19:00:50
42.6561112,-71.3373439,4/19/2016,19:05:40
42.6561112,-71.3373439,4/19/2016,19:10:40
42.6561112,-71.3373439,4/19/2016,19:15:46
42.6561112,-71.3373439,4/19/2016,19:20:54
42.6561112,-71.3373439,4/19/2016,19:30:42
42.6561112,-71.3373439,4/19/2016,19:35:37
42.6561112,-71.3373439,4/19/2016,19:40:38
42.6561112,-71.3373439,4/19/2016,19:45:42
42.6561112,-71.3373439,4/19/2016,19:50:46
42.6561112,-71.3373439,4/19/2016,19:55:53
42.6561112,-71.3373439,4/19/2016,20:00:54
42.6561112,-71.3373439,4/19/2016,20:05:54
42.6561112,-71.3373439,4/19/2016,20:10:56
42.6561112,-71.3373439,4/19/2016,20:20:56
42.6561112,-71.3373439,4/19/2016,20:25:56
42.6561112,-71.3373439,4/19/2016,20:30:55
42.6561112,-71.3373439,4/19/2016,20:35:55
42.6561112,-71.3373439,4/19/2016,20:40:55
42.6561112,-71.3373439,4/19/2016,20:45:55
42.6561112,-71.3373439,4/19/2016,20:50:54
42.6561112,-71.3373439,4/19/2016,20:55:54
42.6561112,-71.3373439,4/19/2016,21:00:54
42.6561112,-71.3373439,4/19/2016,21:10:54
42.6561112,-71.3373439,4/19/2016,21:15:53
42.6561112,-71.3373439,4/19/2016,21:20:53
42.6561112,-71.3373439,4/19/2016,21:25:52
42.6561112,-71.3373439,4/19/2016,21:30:52
42.6561112,-71.3373439,4/19/2016,21:35:52
42.6561112,-71.3373439,4/19/2016,21:40:52
42.6561112,-71.3373439,4/19/2016,21:45:52
42.6561112,-71.3373439,4/19/2016,21:50:52
42.6561112,-71.3373439,4/19/2016,22:00:51
42.6561112,-71.3373439,4/19/2016,22:05:51
42.6561112,-71.3373439,4/19/2016,22:10:51
42.6561112,-71.3373439,4/19/2016,22:20:49
42.6561112,-71.3373439,4/19/2016,22:25:46
42.6561112,-71.3373439,4/19/2016,22:30:41
42.6561112,-71.3373439,4/19/2016,22:35:46
42.6561112,-71.3373439,4/19/2016,22:40:51
